,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1877,14,Worcester Drive,Justin,Walker,24,None,Single,Male,Farm manager,None,Methodist
1878,15,Worcester Drive,Gregory,Wilkins,22,Head,Single,Male,University Student,None,Muslim
1879,15,Worcester Drive,Patrick,Smart,18,None,Single,Male,University Student,None,Christian
1880,15,Worcester Drive,Marian,Kay,19,None,Single,Female,University Student,None,Christian
1881,16,Worcester Drive,Chelsea,Hancock,27,Head,Divorced,Female,Unemployed,None,Catholic
1882,16,Worcester Drive,Darren,Hancock,3,Son,NA,Male,Child,None,NA
1883,16,Worcester Drive,Aaron,Hancock,0,Son,NA,Male,Child,None,NA
1884,17,Worcester Drive,Mandy,Owen,25,Head,Married,Female,Comptroller,None,None
1885,17,Worcester Drive,Leslie,Owen,27,Husband,Married,Male,Risk manager,None,None
1886,17,Worcester Drive,Laura,Owen,4,Daughter,NA,Female,Child,None,NA
1887,17,Worcester Drive,Mohamed,Owen,1,Son,NA,Male,Child,None,NA
1888,17,Worcester Drive,Sara,Miller,24,Lodger,Single,Female,Legal executive,None,None
1889,18,Worcester Drive,Natasha,Thomson,44,Head,Married,Female,"Conservation officer, historic buildings",None,Christian
1890,18,Worcester Drive,Graham,Thomson,49,Husband,Married,Male,"Scientist, research (physical sciences)",None,None
1891,18,Worcester Drive,Roger,Thomson,6,Son,NA,Male,Student,None,NA
1892,18,Worcester Drive,Joanne,Thomson,2,Daughter,NA,Female,Child,None,NA
1893,19,Worcester Drive,Marian,Kelly,32,Head,Married,Female,Unemployed,None,None
1894,19,Worcester Drive,Neil,Kelly,34,Husband,Married,Male,Architect,None,None
1895,19,Worcester Drive,Clive,Kelly,7,Son,NA,Male,Student,None,NA
1896,19,Worcester Drive,Dale,Kelly,4,Son,NA,Male,Child,None,NA
1897,20,Worcester Drive,Jasmine,Roberts,83,Head,Married,Female,Retired Passenger transport manager,None,Christian
1898,20,Worcester Drive,Shane,Roberts,83,Husband,Married,Male,Retired Fashion designer,None,None
1899,21,Worcester Drive,Frances,Berry,72,Head,Widowed,Female,Unemployed,None,None
1900,22,Worcester Drive,Kim,Green,66,Head,Married,Female,Tax inspector,None,Christian
1901,22,Worcester Drive,Shaun,Green,69,Husband,Married,Male,Retired Field seismologist,None,None
1902,22,Worcester Drive,Stacey,Green,32,Daughter,Single,Female,Museum/gallery conservator,None,None
1903,23,Worcester Drive,Joseph,Field,34,Head,Married,Male,"Research officer, government",None,Christian
1904,23,Worcester Drive,Wendy,Jones,33,Wife,Married,Female,Magazine journalist,None,None
1905,23,Worcester Drive,Joanne,Field,6,Daughter,NA,Female,Student,None,NA
1906,23,Worcester Drive,Gary,Field,4,Son,NA,Male,Child,None,NA
1907,23,Worcester Drive,Jacob,Field,3,Son,NA,male,Child,None,NA
1908,23,Worcester Drive,Kimberley,Field,0,Daughter,NA,Female,Child,None,NA
1909,23,Worcester Drive,Sean,Long,37,Lodger,Divorced,Male,Field trials officer,None,Catholic
1910,24,Worcester Drive,Bryan,Kelly,35,Head,Married,male,Astronomer,None,None
1911,24,Worcester Drive,Margaret,Kelly,33,Wife,Married,Female,Forensic psychologist,None,None
1912,24,Worcester Drive,Melanie,Kelly,6,Daughter,NA,Female,Student,None,NA
1913,25,Worcester Drive,Julie,Taylor,19,Head,Married,Female,University Student,None,None
1914,25,Worcester Drive,Colin,Taylor,24,Husband,Married,Male,Private music teacher,None,None
1915,26,Worcester Drive,Diana,Williams,40,Head,Married,Female,Veterinary surgeon,None,Catholic
1916,26,Worcester Drive,Clive,Williams,42,Husband,Married,Male,"Research officer, political party",None,Catholic
1917,26,Worcester Drive,Alan,Williams,1,Son,NA,Male,Child,None,NA
1918,27,Worcester Drive,Sheila,Stephenson,55,Head,Married,Female,Architectural technologist,None,None
1919,27,Worcester Drive,Trevor,Stephenson,56,Husband,Married,Male,Fast food restaurant manager,None,None
1920,27,Worcester Drive,Patricia,Stephenson,15,Daughter,NA,Female,Student,None,NA
1921,28,Worcester Drive,Terry,Hall,63,Head,Married,Male,Youth worker,None,Christian
1922,28,Worcester Drive,Dawn,Hall,60,Wife,Married,Female,Industrial buyer,None,Christian
1923,28,Worcester Drive,Lucy,Hall,20,Granddaughter,Single,Female,University Student,None,None
1924,28,Worcester Drive,Michelle,Hall,18,Granddaughter,Single,Female,Student,None,Christian
1925,29,Worcester Drive,Paula,Robinson,45,Head,Single,Female,"Librarian, academic",None,Methodist
1926,29,Worcester Drive,Francis,Hopkins,47,Partner,Single,Male,Sub,None,None
1927,29,Worcester Drive,Ben,Robinson,17,Son,NA,Male,Student,None,NA
1928,30,Worcester Drive,Lauren,Cook,45,Head,Married,Female,"Psychologist, counselling",None,Catholic
1929,30,Worcester Drive,Nicholas,Cook,47,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,Catholic
1930,30,Worcester Drive,Stephen,Cook,25,Son,Single,Male,"Engineer, agricultural",None,None
1931,31,Worcester Drive,Maurice,Sykes,54,Head,Married,Male,Glass blower/designer,None,Christian
1932,31,Worcester Drive,Louise,Sykes,52,Wife,Married,Female,"Administrator, charities/voluntary organisations",None,Christian
1933,31,Worcester Drive,Kelly,Sykes,27,Daughter,Divorced,Female,Engineering geologist,None,None
1934,31,Worcester Drive,Heather,Sykes,9,Daughter,NA,Female,Student,None,NA
1935,1,Stoke Ferry,Molly,Davis,44,Head,Married,Female,"Chemist, analytical",None,Christian
1936,1,Stoke Ferry,Derek,Cunningham,46,Husband,Married,Male,Licensed conveyancer,None,Christian
1937,1,Stoke Ferry,Tracy,Davis,25,Daughter,Single,Female,"Production assistant, radio",None,Christian
1938,1,Stoke Ferry,Mandy,Davis,12,Daughter,NA,Female,Student,None,NA
1939,2,Stoke Ferry,Charlene,Bishop,54,Head,Single,Female,Logistics and distribution manager,None,Catholic
1940,2,Stoke Ferry,Lauren,Anderson,47,None,Single,Female,Chief of Staff,None,Methodist
1941,2,Stoke Ferry,Mohammad,Goodwin,60,None,Single,Male,Legal secretary,None,Methodist
1942,3,Stoke Ferry,Lindsey,Reynolds,32,Head,Single,Female,Research scientist (maths),None,Sikh
1943,3,Stoke Ferry,Glen,Harding,34,Partner,Single,Male,Advice worker,None,Sikh
1944,3,Stoke Ferry,Pamela,Reynolds,3,Daughter,NA,Female,Child,None,NA
1945,3,Stoke Ferry,Geraldine,Horton,21,Lodger,Single,Female,University Student,None,None
1946,4,Stoke Ferry,Nicole,Nicholls,61,Head,Married,Female,Production engineer,None,Christian
1947,4,Stoke Ferry,Derek,Nicholls,60,Husband,Married,Male,"Designer, jewellery",None,None
1948,4,Stoke Ferry,Joel,Robertson,13,Grandson,NA,Male,Student,None,NA
1949,4,Stoke Ferry,Wayne,Gill,9,Grandson,NA,Male,Student,None,NA
1950,5,Stoke Ferry,Elizabeth,Perry,54,Head,Married,Female,"Nurse, adult",None,Muslim
1951,5,Stoke Ferry,Samuel,Perry,58,Husband,Married,Male,"Scientist, physiological",None,Muslim
1952,5,Stoke Ferry,Joanne,Perry,12,Daughter,NA,Female,Student,None,NA
1953,5,Stoke Ferry,Jacob,Perry,9,Son,NA,Male,Student,None,NA
1954,6,Stoke Ferry,Paige,Gibson,55,Head,Married,Female,Politician's assistant,None,None
1955,6,Stoke Ferry,Graham,Gibson,60,Husband,Married,Male,Clinical biochemist,None,None
1956,6,Stoke Ferry,Eleanor,Gibson,37,Daughter,Single,Female,Contracting civil engineer,None,None
1957,6,Stoke Ferry,Frank,Gibson,29,Son,Single,Male,Dealer,None,None
1958,7,Stoke Ferry,Jake,Robinson,57,Head,Married,Male,Research scientist (medical),None,Christian
1959,7,Stoke Ferry,Carolyn,Robinson,54,Wife,Married,Female,Freight forwarder,None,None
1960,7,Stoke Ferry,Rosie,Robinson,17,Daughter,NA,Female,Student,None,NA
1961,7,Stoke Ferry,Leonard,Brown-Robinson,14,Son,NA,Male,Student,None,NA
1962,8,Stoke Ferry,Edward,Watts,64,Head,Single,Male,"Investment banker, operational",None,Methodist
1963,8,Stoke Ferry,Caroline,Burton,51,None,Single,Female,"Buyer, industrial",None,Christian
1964,8,Stoke Ferry,Jack,Bentley,34,None,Single,Male,Unemployed,None,Methodist
1965,8,Stoke Ferry,Jennifer,James,36,None,Single,Female,Trade union research officer,None,Christian
1966,9,Stoke Ferry,Julia,Fowler,34,Head,Married,Female,"Education officer, environmental",None,Catholic
1967,9,Stoke Ferry,Leon,Fowler,33,Husband,Married,Male,Professor Emeritus,None,Catholic
1968,10,Stoke Ferry,Diana,Marshall,47,Head,Single,Female,Fish farm manager,None,Christian
1969,10,Stoke Ferry,Ryan,Taylor,53,Partner,Single,Male,Primary school teacher,None,None
1970,10,Stoke Ferry,Margaret,Marshall,6,Daughter,NA,Female,Student,None,NA
1971,10,Stoke Ferry,Marion,Marshall,5,Daughter,NA,Female,Student,None,NA
1972,10,Stoke Ferry,Melissa,Marshall,4,Daughter,NA,Female,Child,None,NA
1973,10,Stoke Ferry,Marilyn,Marshall,3,Daughter,NA,Female,Child,None,NA
1974,11,Stoke Ferry,Suzanne,Gilbert,50,Head,M,Female,Community pharmacist,None,Methodist
1975,11,Stoke Ferry,Steven,Gilbert,48,Husband,Married,Male,Cytogeneticist,None,None
1976,11,Stoke Ferry,Scott,Gilbert,21,Son,Single,Male,University Student,None,None
1977,11,Stoke Ferry,Emma,Gilbert,8,Daughter,NA,Female,Student,None,NA
1978,12,Stoke Ferry,Shirley,Jones,40,Head,Married,Female,Horticultural therapist,None,Methodist
1979,12,Stoke Ferry,Hugh,Jones-Brooks,44,Husband,Married,Male,Naval architect,None,Methodist
1980,12,Stoke Ferry,Leon,Jones-Brooks,9,Son,NA,Male,Student,None,NA
1981,12,Stoke Ferry,Charles,Jones-Brooks,5,Son,NA,Male,Student,None,NA
1982,13,Stoke Ferry,Owen,McLean,48,Head,Single,Male,"Lecturer, further education",None,None
1983,13,Stoke Ferry,Dylan,McLean,15,Son,NA,Male,Student,None,NA
1984,13,Stoke Ferry,Caroline,McLean,12,Daughter,NA,Female,Student,None,NA
1985,13,Stoke Ferry,Shirley,McLean,9,Daughter,NA,Female,Student,None,NA
1986,14,Stoke Ferry,Toby,Wood,36,Head,Married,Male,"Radiographer, therapeutic",None,Christian
1987,14,Stoke Ferry,Tracey,Wood,38,Wife,Married,Female,Chartered accountant,None,None
1988,14,Stoke Ferry,Dawn,Wood,12,Daughter,NA,Female,Student,None,NA
1989,15,Stoke Ferry,Anthony,Mahmood,18,Head,Single,Male,University Student,None,Catholic
1990,15,Stoke Ferry,Joseph,Gray,21,None,Single,Male,University Student,None,Catholic
1991,15,Stoke Ferry,Henry,Fowler,20,None,Single,Male,University Student,None,Catholic
1992,16,Stoke Ferry,Lynne,Sutton,43,Head,Single,Female,Unemployed,None,Christian
1993,16,Stoke Ferry,Kyle,Sutton,8,Son,NA,Male,Student,None,NA
1994,16,Stoke Ferry,Sharon,Sutton,4,Daughter,NA,Female,Child,None,NA
1995,16,Stoke Ferry,Jennifer,Sutton,1,Daughter,NA,Female,Child,None,NA
1996,17,Stoke Ferry,Jane,Cook,60,Head,Single,Female,Automotive engineer,None,None
1997,17,Stoke Ferry,Raymond,Harrison,62,Partner,Single,Male,Teaching laboratory technician,None,None
1998,17,Stoke Ferry,Barbara,Cook,24,Daughter,Single,Female,Illustrator,None,None
1999,17,Stoke Ferry,Jeremy,Cook,23,Son,Single,Male,Water quality scientist,None,None
2000,17,Stoke Ferry,Kathleen,Cook,3,Daughter,NA,Female,Child,None,NA
2001,18,Stoke Ferry,Maria,Adams,49,Head,Married,Female,"Administrator, education",None,Catholic
2002,18,Stoke Ferry,Max,Adams,52,Husband,Married,Male,Sports therapist,None,Catholic
2003,18,Stoke Ferry,June,Marsh,20,None,Married,Female,University Student,None,Catholic
2004,18,Stoke Ferry,Stuart,Marsh,19,None,Married,Male,University Student,None,Catholic
2005,19,Stoke Ferry,Scott,Hughes,71,Head,Single,Male,"Retired Civil engineer, contracting",None,None
2006,20,Stoke Ferry,Glen,Roberts-Lowe,61,Head,Married,Male,Tax adviser,None,None
2007,20,Stoke Ferry,Annette,Roberts-Lowe,60,Wife,Married,Female,Corporate treasurer,None,None
2008,20,Stoke Ferry,Susan,Roberts-Lowe,17,Daughter,NA,Female,Student,None,NA
2009,20,Stoke Ferry,Elliott,Roberts-Lowe,13,Son,NA,Male,Student,None,NA
2010,20,Stoke Ferry,Roy,Roberts-Lowe,9,Son,NA,Male,Student,None,NA
2011,21,Stoke Ferry,Geoffrey,Burgess,40,Head,Single,Male,Operations geologist,None,Catholic
2012,21,Stoke Ferry,Matthew,Burgess,2,Son,NA,Male,Child,None,NA
2013,21,Stoke Ferry,Mark,Craig,39,Lodger,Single,Male,Unemployed,None,None
2014,21,Stoke Ferry,Paula,Wells,21,Lodger,Divorced,Female,University Student,None,None
2015,22,Stoke Ferry,Tracey,Hughes,62,Head,Single,Female,"Radiographer, diagnostic",None,Catholic
2016,22,Stoke Ferry,Brett,Hughes,24,Son,Single,Male,Field seismologist,None,Catholic
2017,22,Stoke Ferry,Joan,Hughes,21,Daughter,Single,Female,University Student,None,Catholic
2018,22,Stoke Ferry,Clare,Hughes,21,Daughter,Single,Female,University Student,None,Catholic
2019,23,Stoke Ferry,Stacey,Hughes,46,Head,Married,Female,"Horticulturist, amenity",None,Christian
2020,23,Stoke Ferry,Iain,Hughes,53,Husband,Married,Male,Air traffic controller,None,Christian
2021,23,Stoke Ferry,Amelia,Hughes,16,Daughter,NA,Female,Student,None,NA
2022,23,Stoke Ferry,Dawn,Hughes,7,Daughter,NA,Female,Student,None,NA
2023,24,Stoke Ferry,Conor,Sutton,56,Head,Single,Male,Ambulance person,None,Muslim
2024,24,Stoke Ferry,Eileen,Lowe,52,Partner,Single,Female,Firefighter,None,Muslim
2025,24,Stoke Ferry,Adam,Sutton,17,Son,NA,Male,Student,None,NA
2026,24,Stoke Ferry,Maurice,Sutton,13,Son,NA,Male,Student,None,NA
2027,24,Stoke Ferry,Scott,Sutton,10,Son,NA,Male,Student,None,NA
2028,25,Stoke Ferry,Callum,Hayes,63,Head,Single,Male,Farm manager,None,Christian
2029,25,Stoke Ferry,Donna,Hayes,19,Granddaughter,Single,Female,University Student,None,Christian
2030,25,Stoke Ferry,Glen,Hayes,15,Grandson,NA,Male,Student,None,NA
2031,25,Stoke Ferry,Oliver,Hayes,13,Grandson,NA,Male,Student,None,NA
2032,25,Stoke Ferry,Gillian,Hayes,9,Granddaughter,NA,Female,Student,None,NA
2033,25,Stoke Ferry,Kathleen,Hayes,9,Granddaughter,NA,Female,Student,None,NA
2034,26,Stoke Ferry,Denise,Bryan,29,Head,Married,Female,Youth worker,None,Methodist
2035,26,Stoke Ferry,Julian,Bryan,26,Husband,Married,Male,Museum/gallery exhibitions officer,None,None
2036,26,Stoke Ferry,Rosemary,Bradley,41,Lodger,Single,Female,"Surveyor, rural practice",None,Catholic
2037,26,Stoke Ferry,Dale,Gill,52,Lodger,Single,Male,"Scientist, research (life sciences)",None,Christian
2038,27,Stoke Ferry,Jean,Sharp,39,Head,Married,Female,Systems developer,None,Catholic
2039,27,Stoke Ferry,Cameron,Sharp,41,Husband,Married,Male,Furniture designer,None,None
2040,27,Stoke Ferry,Richard,Sharp,46,Cousin,Single,Male,"Doctor, hospital",None,Catholic
2041,27,Stoke Ferry,Albert,Barker,47,Cousin,Single,Male,Marine scientist,None,None
2042,27,Stoke Ferry,Amelia,Barker,52,Cousin,Single,Female,Lobbyist,None,Catholic
2043,27,Stoke Ferry,Leigh,Barker,40,Cousin,Divorced,Male,"Designer, television/film set",None,Catholic
2044,28,Stoke Ferry,Jemma,Watkins,27,Head,Married,Female,Dance movement psychotherapist,None,None
2045,28,Stoke Ferry,Paige,Watkins,31,Wife,Married,Female,Energy manager,None,None
2046,28,Stoke Ferry,Bryan,Watkins,1,Son,NA,Male,Child,None,NA
2047,29,Stoke Ferry,Stephen,Sykes,47,Head,Single,Male,Exhibition designer,None,Catholic
2048,30,Stoke Ferry,Samantha,Pearson,49,Head,Married,Female,Musician,None,Catholic
2049,30,Stoke Ferry,William,Pearson,49,Husband,Married,Male,Publishing rights manager,None,None
2050,30,Stoke Ferry,Sheila,Pearson,25,Daughter,Single,Female,"Scientist, biomedical",None,Catholic
2051,30,Stoke Ferry,Gavin,Pearson,4,Son,NA,Male,Child,None,NA
2052,1,Embankment Street,Liam,Walton,35,Head,Single,Male,Electronics engineer,None,None
2053,1,Embankment Street,Louise,Walton,13,Daughter,NA,Female,Student,None,NA
2054,1,Embankment Street,Ruth,Walton,9,Daughter,NA,Female,Student,None,NA
2055,1,Embankment Street,Carole,Walton,2,Daughter,NA,Female,Child,None,NA
2056,1,Embankment Street,Dale,Walton,2,Son,NA,Male,Child,None,NA
2057,2,Embankment Street,Marian,Morgan,67,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Methodist
2058,2,Embankment Street,Keith,Morgan,68,Husband,Married,Male,Retired Make,None,None
2059,2,Embankment Street,Frances,Bishop-Morgan,29,Granddaughter,Single,Female,Arboriculturist,Physical Disability,Methodist
2060,2,Embankment Street,Sam,Bishop-Morgan,26,Grandson,Single,Male,Unemployed,None,None
2061,3,Embankment Street,Grace,Field,33,Head,Single,Female,Drilling engineer,None,None
2062,3,Embankment Street,Alexander,Alexander,64,None,Divorced,Male,Forest/woodland manager,None,None
2063,3,Embankment Street,Timothy,Wall,60,None,Divorced,Male,"Designer, exhibition/display",None,Christian
2064,3,Embankment Street,Clifford,Ingram,49,None,Single,Male,Museum/gallery exhibitions officer,None,Christian
2065,4,Embankment Street,Catherine,Wilson,40,Head,Married,Female,Information systems manager,None,None
2066,4,Embankment Street,Wayne,Wilson,43,Husband,Married,Male,Lobbyist,None,None
2067,4,Embankment Street,Melanie,Bennett-Wilson,7,Daughter,NA,Female,Student,None,NA
2068,4,Embankment Street,Helen,Bennett-Wilson,5,Daughter,NA,Female,Student,None,NA
2069,5,Embankment Street,Gerald,Randall,18,Head,Single,Male,University Student,None,Catholic
2070,5,Embankment Street,Amber,Ross,18,None,Single,Female,University Student,None,Methodist
2071,5,Embankment Street,Henry,Metcalfe,18,None,Single,Male,University Student,None,Catholic
2072,6,Embankment Street,Hollie,Pearce,48,Head,Married,Female,Higher education lecturer,None,None
2073,6,Embankment Street,Scott,Pearce,46,Husband,Married,Male,Unemployed,None,None
2074,7,Embankment Street,Geraldine,Harding,56,Head,Married,Female,"Producer, radio",None,None
2075,7,Embankment Street,Glen,Harding,57,Husband,Married,Male,Commercial/residential surveyor,None,None
2076,7,Embankment Street,Valerie,Harding,12,Daughter,NA,Female,Student,None,NA
2077,7,Embankment Street,Margaret,Harding,10,Daughter,NA,Female,Student,None,NA
2078,8,Embankment Street,Beth,Wilkins,58,Head,Married,Female,"Nurse, mental health",None,Christian
2079,8,Embankment Street,Darren,Wilkins,60,Husband,Married,Male,Building control surveyor,None,Christian
2080,8,Embankment Street,Trevor,Wilkins,20,Son,Single,Male,University Student,None,None
2081,8,Embankment Street,Lynne,Wilkins,17,Daughter,NA,Female,Student,None,NA
2082,8,Embankment Street,Ronald,Wilkins,13,Son,NA,Male,Student,None,NA
2083,9,Embankment Street,June,Richardson,42,Head,Divorced,Female,Unemployed,None,Christian
2084,9,Embankment Street,Roy,Richardson,8,Son,NA,Male,Student,None,NA
2085,10,Embankment Street,Kathryn,Lewis,70,Head,Married,Female,Retired Production engineer,None,None
2086,10,Embankment Street,Harry,Lewis,72,Husband,Married,Male,Retired Bonds trader,None,None
2087,10,Embankment Street,Sally,Lewis,28,Daughter,Divorced,Female,Hydrographic surveyor,None,None
2088,10,Embankment Street,Jeremy,Lewis,26,Son,Single,Male,Forest/woodland manager,None,None
2089,10,Embankment Street,Amy,Lewis,25,Daughter,Single,Female,Operational researcher,None,None
2090,10,Embankment Street,Ian,Lewis,13,Son,NA,Male,Student,None,NA
2091,11,Embankment Street,Louise,Ward,67,Head,Married,Female,Photographer,None,Christian
2092,11,Embankment Street,Stewart,Ward,63,Husband,Married,Male,Retail manager,None,None
2093,11,Embankment Street,Maureen,Ward,35,Daughter,Single,Female,Unemployed,None,None
2094,11,Embankment Street,Annette,Ward,31,Daughter,Single,Female,"Surveyor, rural practice",None,Christian
2095,12,Embankment Street,Kirsty,Price,38,Head,Married,Female,Chartered legal executive (England and Wales),None,None
2096,12,Embankment Street,Terry,Price,39,Husband,Married,Male,Retail buyer,None,None
2097,12,Embankment Street,Lauren,Price,11,Adopted Daughter,NA,Female,Student,None,NA
2098,12,Embankment Street,Max,Price,10,Son,NA,Male,Student,None,NA
2099,13,Embankment Street,Denise,Myers,61,Head,Divorced,Female,"Accountant, chartered certified",None,None
2100,13,Embankment Street,Ross,Myers,42,Son,Single,Male,Print production planner,None,None
